공고번호,추정가격,지역제한,종목,특수실적,계약방법,적격평가세부기준,입력일
R26BK01256077-001,61710000,광주광역시,"전문소방/(전기소방,기계소방)",,수의,,2026-01-01
R26BK01256084-000,83598182,광주광역시,통신,,수의,,2026-01-01
R26BK01256102-000,206660000,경남,기계가스설비,,적격심사,조달청_별표-4,2026-01-01
R26BK01256108-000,144390000,"경남,진주시",기계가스설비,,수의,,2026-01-01
R26BK01256107-000,175600000,"경남,진주시",실내건축,,수의,,2026-01-01
R25BK01249228-001,343334546,전국,"전문소방/(전기소방,기계소방)",전시시설_준공면적,적격심사,조달청_별표-2,2026-01-02
R25BK01244933-000,145030910,"경기,안성시",통신,,수의,,2026-01-02
R25BK01255891-001,72727273,"강원,속초시",전기,,수의,,2026-01-02
R25BK01255897-001,72727273,"강원,속초시",전기,,수의,,2026-01-02
R25BK01255901-001,72727273,"강원,속초시",전기,,수의,,2026-01-02
R25BK01255905-001,72727273,"강원,속초시",전기,,수의,,2026-01-02
R26BK01257162-000,2772727,광주광역시,전기,,수의,,2026-01-02
R26BK01256474-000,22409091,"충북,제천시",전기,,수의,,2026-01-02
R26BK01256379-000,60390909,충남,"전문소방/(전기소방,기계소방)",,수의,,2026-01-02
R26BK01256570-000,17850000,대구,통신,,수의,,2026-01-02
R26BK01256548-000,25950000,대구,전기,,수의,,2026-01-02
R26BK01256480-000,30420000,광주광역시,전기,,수의,,2026-01-02
R26BK01256517-000,109552727,전북,전기,,수의,,2026-01-02
R26BK01256154-000,33633250,제주,"전문소방/(전기소방,기계소방)",,수의,,2026-01-02
R25BK01254558-002,159080000,"충북,청주시",전기,,수의,,2026-01-02
R25BK01251945-000,263430909,광주광역시,전기,,적격심사,행자부_별표-6,2026-01-02
R26BK01256443-000,214450000,대구,전기,,적격심사,행자부_별표-6,2026-01-02
R26BK01256807-000,360980000,대구,전기,,적격심사,행자부_별표-6,2026-01-02
R26BK01256766-000,537700000,대구,통신,,적격심사,행자부_별표-5,2026-01-02
R26BK01256192-000,161592727,부산,전기,,적격심사,조달청_별표-4,2026-01-02
R26BK01257245-000,494629091,대구,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-5,2026-01-02
R26BK01256995-000,380340000,경북,전기,,적격심사,행자부_별표-6,2026-01-02
R26BK01257116-000,298250000,경북,통신,,적격심사,행자부_별표-6,2026-01-02
R25BK01252122-000,72536364,강원,전기,,적격심사,조달청_별표-5,2026-01-02
R25BK01252001-000,192771818,경기,전기,,적격심사,행자부_별표-7,2026-01-02
E012509154,198918748,충남,전기,배전지중_준공금액,적격심사,한국전력공사(배전)_3억미만,2026-01-02
R26BK01257105-000,254688182,경남,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-6,2026-01-02
R26BK01256076-000,209709091,충남,전문소방,,적격심사,행자부_별표-6,2026-01-02
R26BK01256097-000,576113637,충남,전기,,적격심사,행자부_별표-5,2026-01-02
R26BK01256085-000,268541818,충남,통신,,적격심사,행자부_별표-6,2026-01-02
R25BK01255683-003,207910910,경기,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-6,2026-01-02
R25BK01251577-000,256571818,"강원,삼척시",건축/토건,,수의,,2026-01-02
R25BK01152374-000,15429963637,전국/경기,토목/토건,,적격심사,행자부_별표-1,2026-01-02
R26BK01256522-000,227500000,"경남,산청군",토목/토건,,수의,,2026-01-02
R26BK01256541-000,314000000,"경남,산청군",토목/토건,,수의,,2026-01-02
R26BK01256546-000,207636364,"경남,산청군",토목/토건,,수의,,2026-01-02
R26BK01256533-000,153198182,"경남,산청군",토목/토건,,수의,,2026-01-02
R26BK01256535-000,283750909,"경남,산청군",토목/토건,,수의,,2026-01-02
R26BK01256823-000,256136364,"경남,밀양시",토목/토건,,수의,,2026-01-02
R26BK01256558-000,303600000,"경남,산청군",토목/토건,,수의,,2026-01-02
R26BK01256684-000,237325455,"경남,김해시",토목/토건,,수의,,2026-01-02
R26BK01256598-000,264227273,"경남,산청군",토목/토건,,수의,,2026-01-02
R26BK01256619-000,297500000,"경남,산청군",토목/토건,,수의,,2026-01-02
2025-27561,500350000,강원,"토목/토건/(지반조성포장,상하수도,금속창호지붕,비계구조)",,적격심사,국방부_별지-5,2026-01-02
202600004,996727273,충북/경북,조경식재시설물/조경,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-02
202600007,920000000,충북/경북,조경식재시설물/조경,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-02
202600006,999272727,경기/충북,조경식재시설물/조경,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-02
202600002,998545455,강원/충북,조경식재시설물/조경,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-02
202600001,998909091,경기/충북,조경식재시설물/조경,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-02
202600003,985090909,경기/충북,조경식재시설물/조경,,적격심사,한국도로공사(유지보수-단가)_별표3,2026-01-02
R26BK01256933-000,445454546,충남,지반조성포장/토목/토건,,적격심사,행자부_별표-5,2026-01-02
R26BK01256907-000,536363637,충남,지반조성포장/토목/토건,,적격심사,행자부_별표-5,2026-01-02
R26BK01256919-000,445454546,충남,지반조성포장/토목/토건,,적격심사,행자부_별표-5,2026-01-02
R25BK01255776-000,86282727,서울,"건축/토건/(도장습식방수석공,비계구조)",,적격심사,행자부_별표-7,2026-01-02
R26BK01256103-000,2459590910,충남,건축/토건,,적격심사,행자부_별표-4,2026-01-02
R25BK01249642-000,1940201819,광주광역시,건축/토건,,적격심사,행자부_별표-4,2026-01-02
R26BK01257208-000,4108920000,대구,건축/토건,,적격심사,행자부_별표-3,2026-01-02
R26BK01256718-000,170321818,대구,건축/토건,,적격심사,행자부_별표-7,2026-01-02
R26BK01256680-000,1053558000,경기,토목/토건,,적격심사,한국농어촌공사_별표-2,2026-01-02
R26BK01257214-000,755252728,충남,건축/토건,,적격심사,행자부_별표-5,2026-01-02
R26BK01257194-000,596600000,충남,건축/토건,,적격심사,행자부_별표-5,2026-01-02
R25BK01255920-000,7686127272,강원,건축/토건,,적격심사,행자부_별표-2,2026-01-02
2025-27321,839199091,강원,"토목/토건/(철콘,지반조성포장)",,적격심사,국방부_별지-5,2026-01-02
R25BK01255322-002,737380000,경북,"토목/토건/(철콘,지반조성포장)",,적격심사,행자부_별표-5,2026-01-02
2025-27239,663404545,강원,"토목/토건/(철콘,지반조성포장)",,적격심사,국방부_별지-5,2026-01-02
R26BK01257017-000,107936364,서울,실내건축,,수의,,2026-01-02
R26BK01256900-000,85837272,전북,지반조성포장,,수의,,2026-01-02
R25BK01254535-000,139954545,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254641-000,46181818,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254628-000,84500000,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254594-000,81145455,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254664-000,61154546,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254604-000,90481818,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254544-000,109372727,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254549-000,28054545,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254618-000,141300000,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01254607-000,41409091,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R26BK01257219-000,90909091,"충남,아산시",지반조성포장,,수의,,2026-01-02
R26BK01256591-000,117272728,"경기,화성시",도장습식방수석공,,수의,,2026-01-02
R26BK01256420-000,76090909,"충북,청주시",지반조성포장,,수의,,2026-01-02
R25BK01253991-000,116518182,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01253969-000,123990909,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R26BK01256297-000,115070000,"인천,계양구/인천,부평구/인천,남동구/인천,동구/인천,서구/인천,연수구/인천,중구/인천,미추홀구",도장습식방수석공,,수의,,2026-01-02
R25BK01253651-000,35890909,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01253548-000,70590909,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R26BK01256538-000,87650000,"경남,산청군",도장습식방수석공,,수의,,2026-01-02
R26BK01256551-000,124690910,"경남,산청군",철콘,,수의,,2026-01-02
R25BK01253580-000,47827273,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R26BK01256566-000,47525455,"경남,산청군",지반조성포장,,수의,,2026-01-02
R26BK01256622-000,90909091,"경남,산청군",도장습식방수석공,,수의,,2026-01-02
R26BK01256586-000,179818182,"경남,산청군",도장습식방수석공,,수의,,2026-01-02
R26BK01256440-000,37636364,"충북,청주시",지반조성포장,,수의,,2026-01-02
R25BK01254008-000,118709091,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01253680-000,113563636,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R26BK01256478-000,80697273,"충북,청주시",금속창호지붕,,수의,,2026-01-02
R26BK01256604-000,199600000,"경남,산청군",철콘,,수의,,2026-01-02
R25BK01253935-000,85636364,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R25BK01253624-000,51263636,"전남,곡성군",도장습식방수석공,,수의,,2026-01-02
R26BK01256631-000,91600000,"경남,산청군",도장습식방수석공,,수의,,2026-01-02
R26BK01256470-000,156363637,"경북,구미시",철콘,,수의,,2026-01-02
R26BK01256639-000,89450000,"충남,태안군",실내건축,,수의,,2026-01-02
R26BK01256098-000,67590000,"충남,태안군",기계가스설비,,수의,,2026-01-02
R26BK01256431-000,49909091,"충북,청주시",지반조성포장,,수의,,2026-01-02
R26BK01256932-000,82909091,울산,"(철콘,지반조성포장)",,수의,,2026-01-02
R26BK01257049-000,83580000,울산,"(금속창호지붕,실내건축)",,수의,,2026-01-02
R26BK01256956-000,82909091,울산,"(철콘,지반조성포장)",,수의,,2026-01-02
R26BK01257058-000,83580000,울산,도장습식방수석공,,수의,,2026-01-02
R26BK01257030-000,83650000,울산,"(금속창호지붕,실내건축)",,수의,,2026-01-02
R26BK01256633-000,49240000,대구,기계가스설비,,수의,,2026-01-02
R26BK01257231-000,67990909,대구,"(도장습식방수석공,실내건축)",,수의,,2026-01-02
R25BK01248409-000,72681819,서울,실내건축,,수의,,2026-01-02
R26BK01256124-000,138133636,서울,실내건축,,수의,,2026-01-02
R26BK01256424-000,58890000,광주광역시,실내건축,,수의,,2026-01-02
R26BK01256160-000,99720000,광주광역시,실내건축,,수의,,2026-01-02
R25BK01253756-000,319245455,서울,실내건축,,적격심사,행자부_별표-6,2026-01-02
U25S295000/0,284780000,"경북,울진군",지반조성포장,,적격심사,한국수력원자력_별표-1-전문,2026-01-02
R26BK01257188-000,220940000,경남,금속창호지붕,,수의,,2026-01-02
R26BK01257176-000,135363636,대구,"(실내건축,금속창호지붕)",,적격심사,행자부_별표-7,2026-01-02
R26BK01257239-000,830990000,부산,"(실내건축,금속창호지붕)",,적격심사,행자부_별표-5,2026-01-02
R26BK01256090-000,412760000,충남,기계가스설비,,적격심사,행자부_별표-5,2026-01-02
U25S292000/0,291270000,전국,도장습식방수석공,한수원등록업체[도장],적격심사,한국수력원자력_별표-1-전문,2026-01-02
R25BK01254448-000,71475000,"강원,원주시","(도장습식방수석공,금속창호지붕)",,수의,,2026-01-02
R26BK01256311-000,122163637,충북,"(금속창호지붕,실내건축)",,수의,,2026-01-02
R26BK01256068-003,121130909,광주광역시,기계가스설비,,수의,,2026-01-02
R25BK01255452-001,226473219,"전북,부안군/전북,전주시",기계가스설비,공공기관[기계가스설비]_준공금액,적격심사,조달청_별표-4,2026-01-02
R26BK01256329-001,24537273,충남,기계가스설비,,수의,,2026-01-02
R26BK01257293-000,145870000,서울,전기,,수의,,2026-01-02
R26BK01256224-000,51230000,광주광역시,전기,,수의,,2026-01-02
R26BK01256130-000,102766979,제주,전기,,수의,,2026-01-02
R26BK01257329-000,162340000,대구,전기,,적격심사,행자부_별표-7,2026-01-02
R26BK01257330-000,141130000,대구,통신,,적격심사,행자부_별표-7,2026-01-02
R26BK01257076-000,408989091,경남,전기,,적격심사,행자부_별표-5,2026-01-02
R26BK01257311-001,1227290000,대구,건축/토건,,적격심사,행자부_별표-4,2026-01-02
R26BK01257277-000,1297200000,경북,건축/토건,,적격심사,행자부_별표-4,2026-01-02
R26BK01256984-001,1201745455,서울,건축/토건,,적격심사,행자부_별표-4,2026-01-02
R26BK01257104-001,1004305455,서울,건축/토건,,적격심사,행자부_별표-4,2026-01-02
R26BK01257141-000,87120000,"강원,강릉시",금속창호지붕,"여성기업,특수실적",수의,,2026-01-02
R26BK01256330-000,95660000,"경북,칠곡군",기계가스설비,,수의,,2026-01-02
R26BK01256219-000,34809091,"경남,진주시",실내건축,,수의,,2026-01-02
R26BK01257325-000,202295000,대구,기계가스설비,,적격심사,행자부_별표-6,2026-01-02
R25BK01255325-000,84857272,전북,전기,,수의,,2026-01-02
R26BK01256439-000,1616000000,전국/충북,전기,,적격심사,조달청_별표-2,2026-01-02
R26BK01256600-000,888100000,충북,통신,,적격심사,조달청_별표-2,2026-01-02
R26BK01257331-000,396338000,경남,"(도장습식방수석공,금속창호지붕)",,적격심사,행자부_별표-6,2026-01-02
R26BK01257422-000,66651979,"전남,완도군",건축/토건,,수의,,2026-01-03
B3202600004,138181000,"경북,포항시",전기,여성기업,수의,,2026-01-05
R26BK01259192-000,72727273,"경기,가평군",전기,,수의,,2026-01-05
R26BK01257670-000,72727273,"경기,가평군",전기,,수의,,2026-01-05
R26BK01257679-000,72727273,"경기,가평군",전기,,수의,,2026-01-05
R26BK01257451-000,136363636,"경북,상주시",전기,,수의,,2026-01-05
R26BK01257709-000,90454545,"전남,여수시",전기,,수의,,2026-01-05
R26BK01258761-000,67381819,"충북,제천시",전기,,수의,,2026-01-05
R26BK01257786-000,90454545,"전남,여수시",전기,,수의,,2026-01-05
R26BK01257778-000,90454545,"전남,여수시",전기,,수의,,2026-01-05
R26BK01257912-000,68181818,"전남,여수시",전기,,수의,,2026-01-05
R26BK01258931-000,33731455,"충북,음성군",전기,,수의,,2026-01-05
R26BK01259021-000,33731455,"충북,음성군",전기,,수의,,2026-01-05
R26BK01259422-000,71960000,"경남,진주시",전기,,수의,,2026-01-05
R26BK01258189-000,24462727,"전남,강진군",전문소방,,수의,,2026-01-05
R26BK01258181-000,34104545,"전남,강진군",전기,,수의,,2026-01-05
R26BK01257131-000,8190000,"경북,김천시","전문소방/(전기소방,기계소방)",,수의,,2026-01-05
R26BK01257093-000,9980000,"경북,김천시",전기,,수의,,2026-01-05
R26BK01257352-000,63438182,대구,전기,,수의,,2026-01-05
R26BK01258120-000,43627273,"경남,진주시",전기,,수의,,2026-01-05
R26BK01259040-000,32470000,"전남,담양군",전문소방,,수의,,2026-01-05
R25BK01245019-000,21850000,경북,"(전기소방,국가유산보수단청)/(전문소방,국가유산보수단청)",,수의,,2026-01-05
R25BK01245024-000,40974545,경북,"(기계소방,국가유산보수단청)/(전문소방,국가유산보수단청)",,수의,,2026-01-05
R26BK01257178-000,132063000,"강원,인제군","전문소방/(전기소방,기계소방)",,수의,,2026-01-05
R25BK01255024-000,148120000,"강원,춘천시",전기,,수의,,2026-01-05
R26BK01258173-000,27830000,"전남,강진군",전기,,수의,,2026-01-05
R26BK01257808-000,142443636,"경기,파주시",전기,,수의,,2026-01-05
R26BK01258959-000,47520000,"전남,담양군",전기,,수의,,2026-01-05
R25BK01255035-000,97277273,"강원,춘천시",전기,,수의,,2026-01-05
R26BK01257731-002,1863694545,전국/전남,전기,,적격심사,행자부_별표-4,2026-01-05
R26BK01259415-000,1408651818,전국/경기,전기,,적격심사,행자부_별표-4,2026-01-05
R26BK01257935-000,585454546,서울,전기,,적격심사,행자부_별표-5,2026-01-05
R26BK01257953-000,536363637,서울,전기,,적격심사,행자부_별표-5,2026-01-05
R26BK01257480-000,179413637,경북,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-7,2026-01-05
R26BK01258934-000,283330000,울산,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-6,2026-01-05
R26BK01259110-000,298900000,울산,전기,,적격심사,행자부_별표-6,2026-01-05
R25BK01254244-000,36598874,서울,"전문소방/(전기소방,기계소방)",,적격심사,조달청_별표-5,2026-01-05
R25BK01254154-000,69400000,서울,전기,,적격심사,조달청_별표-5,2026-01-05
E012508874,1318219847,전국,전기,배전지중_준공금액,적격심사,한국전력공사(배전)_50억미만,2026-01-05
R26BK01258823-000,214400000,울산,건축/토건,,수의,,2026-01-05
R26BK01259105-000,256599091,"충남,서산시","토목/토건/(철콘,지반조성포장,상하수도)",,수의,,2026-01-05
R26BK01257449-000,255454545,"경북,상주시",건축/토건,,수의,,2026-01-05
R26BK01258468-000,127760000,"경남,밀양시",건축/토건,,수의,,2026-01-05
R26BK01259508-000,272702727,부산,"건축/토건/(도장습식방수석공,금속창호지붕)",,수의,,2026-01-05
R26BK01259231-000,267263637,"충남,서산시","토목/토건/(지반조성포장,금속창호지붕)",,수의,,2026-01-05
R26BK01258975-000,39570000,"전남,영광군",건축/토건,,수의,,2026-01-05
R26BK01259251-000,339447273,인천,건축/토건,,수의,,2026-01-05
R26BK01256750-000,10008410000,전국/전남,건축/토건,,적격심사,행자부_별표-1,2026-01-05
R25BK01251386-000,16584350000,전국/경기,건축/토건,,적격심사,행자부_별표-1,2026-01-05
R26BK01258800-000,743636364,부산/대구/경북/경남,"토목/토건/(지반조성포장,금속창호지붕,철강구조물)",,적격심사,조달청_별표-3,2026-01-05
R26BK01258741-000,1328636364,서울,"토목/토건/(철콘,지반조성포장,도장습식방수석공)",,적격심사,행자부_별표-4,2026-01-05
R26BK01259027-000,1986363637,부산/대구/울산/경북/경남,"토목/토건/(상하수도,금속창호지붕)",,적격심사,조달청_별표-2,2026-01-05
R26BK01257170-000,409090909,경기,"토목/토건/(철콘,지반조성포장,금속창호지붕)",,적격심사,행자부_별표-5,2026-01-05
R26BK01259155-000,422670000,경남,건축/토건,,적격심사,조달청_별표-3,2026-01-05
R26BK01256133-000,1322750000,울산,건축/토건,,적격심사,행자부_별표-4,2026-01-05
R26BK01256556-000,214166364,경기,건축/토건,,적격심사,행자부_별표-6,2026-01-05
R25BK01255523-000,404945455,전남,"토목/토건/(철콘,지반조성포장)",,적격심사,행자부_별표-5,2026-01-05
R26BK01257993-000,397947272,전북,실내건축/건축/토건,,적격심사,행자부_별표-6,2026-01-05
R26BK01258539-000,464081818,서울,조경식재시설물/조경,,적격심사,행자부_별표-5,2026-01-05
R26BK01259461-000,479851819,충남,토목/토건,,적격심사,행자부_별표-5,2026-01-05
R26BK01257180-000,546213636,전북,"(토목,건축)/토건",,적격심사,한국농어촌공사_별표-3,2026-01-05
R26BK01258858-000,1485181819,경북,토목/토건,,적격심사,행자부_별표-4,2026-01-05
R25BK01255043-000,547450000,대구,건축/토건,,적격심사,행자부_별표-5,2026-01-05
R26BK01258649-000,109210000,"강원,춘천시",금속창호지붕,,수의,,2026-01-05
E042600002,70508000,전국,기계가스설비,"특수실적,여성기업",수의,,2026-01-05
R26BK01258687-000,192000000,서울,실내건축,,수의,,2026-01-05
R26BK01257571-001,124672728,"충남,공주시",도장습식방수석공,,수의,,2026-01-05
R26BK01257612-000,25520000,"충남,공주시",도장습식방수석공,,수의,,2026-01-05
R26BK01258171-000,23081819,"충남,공주시",도장습식방수석공,,수의,,2026-01-05
R26BK01257653-000,88909091,"경북,구미시",지반조성포장,,수의,,2026-01-05
R26BK01257642-000,88636364,"경북,구미시",지반조성포장,,수의,,2026-01-05
R26BK01257603-000,82545455,"경북,구미시",지반조성포장,,수의,,2026-01-05
R26BK01257610-000,88636364,"경북,구미시",지반조성포장,,수의,,2026-01-05
R26BK01259115-000,45454545,"경남,고성군",실내건축,,수의,,2026-01-05
R26BK01258603-000,63636364,"경남,고성군",금속창호지붕,,수의,,2026-01-05
R26BK01258496-000,90909091,"경남,고성군",도장습식방수석공,,수의,,2026-01-05
R26BK01257452-000,118181818,"경북,상주시",금속창호지붕,,수의,,2026-01-05
R26BK01258789-000,90272728,"경남,창원시",금속창호지붕,,수의,,2026-01-05
R26BK01257530-000,90909091,"경기,화성시",지반조성포장,,수의,,2026-01-05
R26BK01257006-000,89918182,"충북,제천시",상하수도,,수의,,2026-01-05
R26BK01257056-000,89918182,"충북,제천시",상하수도,,수의,,2026-01-05
R26BK01258867-000,68372727,"경남,창원시",도장습식방수석공,,수의,,2026-01-05
R26BK01257072-000,89918182,"충북,제천시",상하수도,,수의,,2026-01-05
R26BK01257094-000,89918182,"충북,제천시",상하수도,,수의,,2026-01-05
R26BK01258878-000,72727273,"경기,수원시",상하수도,,수의,,2026-01-05
R26BK01258920-000,72727273,"경기,수원시",상하수도,,수의,,2026-01-05
R26BK01258276-000,83136364,"경기,수원시",상하수도,,수의,,2026-01-05
R26BK01258314-000,83136364,"경기,수원시",상하수도,,수의,,2026-01-05
R26BK01258408-000,83136364,"경기,수원시",상하수도,,수의,,2026-01-05
R26BK01257518-000,136363637,"경기,화성시",지반조성포장,,수의,,2026-01-05
R26BK01257575-000,61252728,"경기,가평군",도장습식방수석공,,수의,,2026-01-05
R26BK01257849-000,76022727,"강원,강릉시",실내건축,,수의,,2026-01-05
R26BK01258124-000,94050000,"전남,강진군",지반조성포장,,수의,,2026-01-05
R26BK01258107-000,182118182,"전남,강진군",실내건축,,수의,,2026-01-05
R26BK01257043-000,87629091,"경북,김천시",실내건축,,수의,,2026-01-05
R26BK01257470-000,150745455,"충북,진천군",비계구조,,수의,,2026-01-05
R26BK01258151-000,72130000,"전남,강진군",도장습식방수석공,,수의,,2026-01-05
R26BK01256552-000,47745455,대구,도장습식방수석공,,수의,,2026-01-05
R26BK01257718-000,36181818,광주광역시,실내건축,,수의,,2026-01-05
R26BK01257462-000,76880000,"경남,양산시",실내건축,,수의,,2026-01-05
R26BK01258469-000,194000909,부산,실내건축,,수의,,2026-01-05
R26BK01257870-000,88760000,부산,실내건축,,수의,,2026-01-05
R26BK01258137-000,96990000,"전남,강진군",지반조성포장,,수의,,2026-01-05
R26BK01257225-000,35735455,전북,실내건축,,수의,,2026-01-05
R26BK01259437-000,48949091,"충남,서산시",도장습식방수석공,,수의,,2026-01-05
R26BK01258161-000,39230000,"전남,강진군",조경식재시설물,,수의,,2026-01-05
R26BK01258670-000,142034545,"경북,안동시",금속창호지붕,,수의,,2026-01-05
R26BK01258085-000,15736000,"강원,원주시","(도장습식방수석공,금속창호지붕,실내건축)",,수의,,2026-01-05
R26BK01259444-000,59632728,"충남,서산시",도장습식방수석공,,수의,,2026-01-05
R26BK01257965-000,195113662,"경기,고양시",실내건축,,수의,,2026-01-05
R25BK01255657-000,61800000,"경기,남양주시/경기,양주시/경기,의정부시/경기,포천시",금속창호지붕,,수의,,2026-01-05
R26BK01259256-000,2036724200,전국,기계가스설비,의료시설[기계설비]_준공금액,적격심사,조달청_별표-2,2026-01-05
R26BK01259344-000,236363636,경기,지반조성포장,,적격심사,행자부_별표-6,2026-01-05
R26BK01257195-000,363636364,경기,상하수도,장비[진공흡입준설차량],적격심사,행자부_별표-6,2026-01-05
2504170-00,6294316000,전국,도장습식방수석공,,적격심사,한국토지주택공사_별표-2,2026-01-05
R26BK01259070-000,243780000,경남,조경식재시설물,,적격심사,행자부_별표-6,2026-01-05
R26BK01259136-000,36360000,"강원,삼척시",전기,,수의,,2026-01-05
R26BK01257766-000,716518000,서울,"전문소방/(전기소방,기계소방)",,적격심사,조달청_별표-2,2026-01-05
R26BK01257651-000,591663000,서울,통신,,적격심사,조달청_별표-2,2026-01-05
R26BK01258942-000,72727273,"경기,수원시",상하수도,,수의,,2026-01-05
R26BK01259163-001,181656364,"강원,삼척시",실내건축,,수의,,2026-01-05
R26BK01258238-000,64810000,"경남,산청군/경남,진주시/경남,창원시",기계가스설비,,수의,,2026-01-05
R26BK01258992-001,155006364,"경북,경산시",실내건축,,수의,,2026-01-05
R26BK01258671-000,110257273,서울,금속창호지붕,,수의,,2026-01-05
R26BK01258323-000,355654546,대구,"(실내건축,도장습식방수석공)",,적격심사,행자부_별표-6,2026-01-05
R26BK01257318-000,227118182,경기,지반조성포장,,적격심사,행자부_별표-6,2026-01-05
R25BK01248638-000,287949091,경기,금속창호지붕,,적격심사,행자부_별표-6,2026-01-05
R26BK01257564-000,1283715000,전국/서울,전기,,적격심사,조달청_별표-2,2026-01-05
R26BK01258225-001,103442728,"경기,성남시",실내건축,,수의,,2026-01-05
R26BK01257662-000,1939720000,전국/전북,전기,,적격심사,행자부_별표-4,2026-01-05
R26BK01258856-000,279560000,서울,실내건축,,적격심사,행자부_별표-6,2026-01-05
R26BK01258840-000,221090000,울산,"(기계가스설비,전문소방)/(기계가스설비,전기소방,기계소방)",,적격심사,행자부_별표-6,2026-01-06
R26BK01259037-000,221090000,울산,"(기계가스설비,전문소방)/(기계가스설비,전기소방,기계소방)",,적격심사,행자부_별표-6,2026-01-06
R26BK01259082-000,221090000,울산,"(기계가스설비,전문소방)/(기계가스설비,전기소방,기계소방)",,적격심사,행자부_별표-6,2026-01-06
B3202600007,29870000,경북,전기,사회적기업,수의,,2026-01-06
B3202600015,43454546,대전,전기,"여성기업,장애인기업",수의,,2026-01-06
R26BK01258524-001,65454545,"경기,광명시",전기,,수의,,2026-01-06
R26BK01261042-000,28181818,"전남,구례군",전기,,수의,,2026-01-06
R26BK01259045-000,58636364,"충북,청주시",전기,,수의,,2026-01-06
R26BK01259777-000,46209091,"충북,제천시",전기,,수의,,2026-01-06
R25BK01254290-000,124520000,울산,전기,,수의,,2026-01-06
R25BK01254300-000,124520000,울산,전기,,수의,,2026-01-06
R26BK01259544-000,104027417,"경기,남양주시/경기,양주시/경기,의정부시/경기,포천시",전기,,수의,,2026-01-06
R26BK01261194-000,54545454,"충남,보령시",전기,,수의,,2026-01-06
R26BK01261276-001,27272727,"충남,보령시",전기,장비[고소작업용특장차],수의,,2026-01-06
R26BK01259878-000,48309091,"충북,음성군",전기,,수의,,2026-01-06
R26BK01258110-000,22000000,"전남,곡성군",통신,,수의,,2026-01-06
R26BK01260034-000,57088182,"충남,서산시",전기,,수의,,2026-01-06
R26BK01261231-000,136363636,"충남,보령시",전기,,수의,,2026-01-06
R25BK01254540-000,42516364,"경기,이천시/경기,여주시","전문소방/(전기소방,기계소방)",,수의,,2026-01-06
R25BK01255777-000,52700909,"경기,이천시/경기,여주시",통신,,수의,,2026-01-06
R26BK01260562-000,113290910,"경북,경주시",통신,,수의,,2026-01-06
R26BK01259927-000,86290000,"전남,영광군",전기,,수의,,2026-01-06
R26BK01261126-000,55030000,"전남,영광군",전기,,수의,,2026-01-06
R26BK01261167-000,28500000,"전남,영광군",통신,,수의,,2026-01-06
R26BK01260136-000,126810000,"경남,양산시",전기,,수의,,2026-01-06
R26BK01260284-000,132600000,부산,전기,,수의,,2026-01-06
R26BK01260316-000,53590000,부산,통신,,수의,,2026-01-06
R26BK01259506-000,48220000,"경북,청송군","전문소방/(전기소방,기계소방)",,수의,,2026-01-06
R26BK01259475-000,143645454,"경북,청송군",전기,,수의,,2026-01-06
R26BK01259511-000,48536364,"경북,청송군",통신,,수의,,2026-01-06
R26BK01260079-000,71520000,"전남,나주시",통신,,수의,,2026-01-06
R26BK01259081-000,157618182,"강원,화천군",전기,,수의,,2026-01-06
R26BK01258833-000,1470081818,전국/충남,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-4,2026-01-06
R26BK01258776-000,2072840000,전국/충남,전기,,적격심사,행자부_별표-4,2026-01-06
R26BK01258678-000,1103804545,전국/충남,통신,,적격심사,행자부_별표-4,2026-01-06
