공고번호,추정가격,지역제한,종목,특수실적,계약방법,적격평가세부기준,입력일
R26BK01261471-000,911261819,대전,전기,,적격심사,행자부_별표-5,2026-01-13
R26BK01272315-000,214740000,서울,실내건축,,적격심사,조달청_별표-4,2026-01-13
R26BK01271094-000,1833883636,충남,"토목/토건/(철콘,지반조성포장)",,적격심사,한국농어촌공사_별표-2,2026-01-13
R26BK01272042-000,561232727,세종,"토목/토건/(철콘,도장습식방수석공)",,적격심사,행자부_별표-5,2026-01-13
R26BK01272041-000,181472730,"경기,의정부시",상하수도,,수의,,2026-01-13
R26BK01272162-000,181472730,"경기,의정부시",상하수도,,수의,,2026-01-13
R26BK01272307-000,181472730,"경기,의정부시",상하수도,,수의,,2026-01-13
R26BK01272252-000,181472730,"경기,의정부시",상하수도,,수의,,2026-01-13
R26BK01269891-000,42636364,부산,도장습식방수석공,,수의,,2026-01-13
R26BK01269327-000,90909091,"경기,화성시",지반조성포장,,수의,,2026-01-13
R26BK01273901-000,749489091,경북,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-5,2026-01-14
R26BK01274690-000,330555456,충북,전기,,적격심사,행자부_별표-6,2026-01-14
B3202600057,29870000,경북,전기,사회적기업,수의,,2026-01-14
R26BK01273397-000,45416364,"인천,계양구/인천,부평구/인천,남동구/인천,동구/인천,서구/인천,연수구/인천,중구/인천,미추홀구",전기,,수의,,2026-01-14
R26BK01270260-000,90906364,"강원,홍천군",전기,,수의,,2026-01-14
R26BK01272916-000,139031818,광주광역시,전기,,수의,,2026-01-14
R26BK01274823-000,68159091,제주,전기,,수의,,2026-01-14
R26BK01274902-000,68125455,제주,전기,,수의,,2026-01-14
R26BK01275022-000,41009091,"강원,철원군",전기,,수의,,2026-01-14
R26BK01274501-000,77272728,세종,전기,,수의,,2026-01-14
R26BK01272612-000,90850000,"경기,안산시",전기,,수의,,2026-01-14
R26BK01274600-000,89681819,"경북,김천시",전기,특수실적,수의,,2026-01-14
R26BK01274631-000,89545455,"경북,김천시",전기,특수실적,수의,,2026-01-14
R26BK01275035-000,46800000,"강원,철원군",전기,,수의,,2026-01-14
E012600166,75252195,강원,"(전기,조경식재시설물)",,수의,,2026-01-14
R26BK01274406-000,47100910,전국,전기,,수의,,2026-01-14
R26BK01273060-000,80000000,"전북,전주시",전기,,수의,,2026-01-14
R26BK01274550-000,22727272,"전북,전주시",전기,,수의,,2026-01-14
R26BK01272986-000,80000000,"전북,전주시",전기,,수의,,2026-01-14
R26BK01271896-000,119689091,제주,전기,,수의,,2026-01-14
R26BK01271962-000,120536364,제주,전기,,수의,,2026-01-14
R26BK01274589-000,40909090,"전북,전주시",전기,,수의,,2026-01-14
R26BK01274132-000,31397273,"강원,강릉시","전문소방/(전기소방,기계소방)",,수의,,2026-01-14
R26BK01274534-000,69709091,울산,통신,,수의,,2026-01-14
R26BK01274000-000,50000000,"전북,군산시",전기,,수의,,2026-01-14
R26BK01274011-000,112460000,대구,전기,,수의,,2026-01-14
R26BK01273858-000,143509091,"경남,사천시","전문소방/(전기소방,기계소방)",,수의,,2026-01-14
R26BK01273826-000,156170000,"경남,사천시",통신,,수의,,2026-01-14
R26BK01274743-000,34385455,"강원,강릉시",통신,,수의,,2026-01-14
R26BK01273487-000,62580000,"전북,임실군",전기,,수의,,2026-01-14
R26BK01273542-000,28614545,"전북,임실군",통신,,수의,,2026-01-14
R26BK01273576-000,78460000,"경북,고령군",통신,,수의,,2026-01-14
R26BK01273792-000,79827273,"충북,충주시",전기,,수의,,2026-01-14
R26BK01273317-000,25380000,광주광역시,전기,,수의,,2026-01-14
R26BK01273810-000,133560909,"경북,포항시",전기,,수의,,2026-01-14
R26BK01272611-000,44072727,충북,전기,,수의,,2026-01-14
R26BK01274260-000,17320000,광주광역시,전기,,수의,,2026-01-14
R26BK01274933-000,39400000,"경남,김해시",전기,,수의,,2026-01-14
R26BK01273532-000,14863637,대전,전기,,수의,,2026-01-14
E012600173,1793069493,전국,"(전기,지반조성포장)",배전지중_준공금액,적격심사,한국전력공사(배전)_50억미만,2026-01-14
E012600162,614880897,경기,전기,,적격심사,한국전력공사_10억미만,2026-01-14
R26BK01273007-000,262697273,광주광역시,전기,,적격심사,행자부_별표-6,2026-01-14
R26BK01272390-000,272727273,경기,전기,,적격심사,행자부_별표-6,2026-01-14
R26BK01272424-000,227272727,경기,전기,,적격심사,행자부_별표-6,2026-01-14
R26BK01272458-000,227272727,경기,전기,,적격심사,행자부_별표-6,2026-01-14
R26BK01273401-000,454545455,서울,전기,,적격심사,행자부_별표-5,2026-01-14
R26BK01273424-000,545454545,서울,전기,,적격심사,행자부_별표-5,2026-01-14
R26BK01272377-000,270000000,울산,전기,,적격심사,조달청_별표-4,2026-01-14
E012600180,206510606,충북,전기,,적격심사,한국전력공사_3억미만,2026-01-14
E012600155,85576494,경북,통신,,적격심사,한국전력공사_3억미만,2026-01-14
E012600151,1329330000,전국,전기,개폐기2급_적격업체,적격심사,한국전력공사_50억미만,2026-01-14
E012600164,313225070,경남,전기,무정전_적격업체,적격심사,한국전력공사(배전)_10억미만,2026-01-14
R26BK01273357-001,23440000,"경북,구미시",전기,,적격심사,조달청_별표-5,2026-01-14
R26BK01267468-001,178870000,경남,전기,,적격심사,행자부_별표-7,2026-01-14
R26BK01273553-000,563862727,충북,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-5,2026-01-14
R26BK01273784-000,900590000,경남,전기,,적격심사,행자부_별표-5,2026-01-14
R26BK01271631-000,468710000,전북,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-5,2026-01-14
R26BK01271547-000,251297272,전북,전기,,적격심사,행자부_별표-6,2026-01-14
R26BK01271593-000,195614545,전북,통신,,적격심사,행자부_별표-7,2026-01-14
R26BK01272117-000,260203636,서울,통신,,적격심사,조달청_별표-4,2026-01-14
R26BK01269523-000,254180000,충남,전기,,적격심사,한국농어촌공사_별표-4,2026-01-14
R26BK01271671-001,591898182,대구,"전문소방/(전기소방,기계소방)",,적격심사,행자부_별표-5,2026-01-14
R26BK01275118-000,255777273,경기,전기,,적격심사,행자부_별표-6,2026-01-14
R26BK01271337-000,901517236,경기,통신,,적격심사,행자부_별표-5,2026-01-14
R26BK01272748-000,380858182,경기,전기,,적격심사,행자부_별표-6,2026-01-14
R26BK01272785-000,284040910,경기,통신,,적격심사,행자부_별표-6,2026-01-14
R26BK01274885-000,241433636,제주,전기,,적격심사,행자부_별표-6,2026-01-14
R26BK01267791-000,418439091,부산,통신,,적격심사,행자부_별표-5,2026-01-14
Y26S002000/0,50276538,전국,전기,한수원등록업체[전기],적격심사,한국수력원자력_별표-10,2026-01-14
R26BK01272826-000,514181819,충남,"토목/토건/(지반조성포장,상하수도)",,적격심사,행자부_별표-5,2026-01-14
R26BK01274255-000,36363636,"경기,평택시",토목/토건,,수의,,2026-01-14
R26BK01275200-000,363636364,"경기,화성시",토목/토건,,수의,,2026-01-14
2026-00067,308890000,"경남,창원시",토목/토건,,수의,,2026-01-14
R26BK01272502-000,322727273,대구,토목/토건,,수의,,2026-01-14
R26BK01273076-000,180790910,대전,토목/토건,,수의,,2026-01-14
R26BK01273079-000,271145455,"충남,예산군","토목/토건/(철콘,지반조성포장)",,수의,,2026-01-14
R26BK01274355-000,30845455,충북,건축/토건,,수의,,2026-01-14
R26BK01273393-000,327560000,서울,건축/토건,,수의,,2026-01-14
R26BK01274706-000,213810000,"전북,임실군","토목/토건/(지반조성포장,도장습식방수석공)",,수의,,2026-01-14
R26BK01273353-000,155002727,부산,건축/토건,,수의,,2026-01-14
R26BK01273846-000,96495455,"경기,성남시",건축/토건,,수의,,2026-01-14
R26BK01274470-000,5491690000,전남,토목/토건,,적격심사,한국농어촌공사_별표-1,2026-01-14
R26BK01273907-000,10077490000,전국/부산,건축/토건,,적격심사,행자부_별표-1,2026-01-14
R26BK01273581-000,1444627273,경남,토목/토건,,적격심사,한국농어촌공사_별표-2,2026-01-14
R26BK01272845-000,13797545455,전국/경남,토목/토건,,적격심사,행자부_별표-1,2026-01-14
R26BK01272899-000,702103636,경남,"(건축,토목)/토건",,적격심사,한국농어촌공사_별표-3,2026-01-14
R26BK01274512-000,368181819,경기,지반조성포장/토목/토건,,적격심사,행자부_별표-6,2026-01-14
R26BK01275005-000,368181819,경기,지반조성포장/토목/토건,,적격심사,행자부_별표-6,2026-01-14
R26BK01272976-000,596900000,인천,조경식재시설물/조경,,적격심사,행자부_별표-5,2026-01-14
R26BK01271842-000,833120000,대구/경북,건축/토건,,적격심사,조달청_별표-3,2026-01-14
R26BK01273016-000,642609091,강원,"토목/토건/(철콘,지반조성포장)",,적격심사,행자부_별표-5,2026-01-14
R26BK01273625-002,411436364,충북,"토목/토건/(철콘,지반조성포장)",,적격심사,행자부_별표-5,2026-01-14
R26BK01274668-000,877435000,충남,"토목/토건/(철콘,지반조성포장)",,적격심사,한국농어촌공사_별표-3,2026-01-14
R26BK01273694-000,3013400000,경남,토목/토건,,적격심사,행자부(재난)_별표-9,2026-01-14
R26BK01273940-000,1516560000,부산,건축/토건,,적격심사,행자부_별표-4,2026-01-14
R26BK01274831-000,907054547,부산,건축/토건,,적격심사,조달청_별표-3,2026-01-14
R26BK01273717-000,8413340000,경남,건축/토건,,적격심사,행자부_별표-2,2026-01-14
R26BK01273114-000,738648182,강원,"토목/토건/(철콘,지반조성포장)",,적격심사,행자부_별표-5,2026-01-14
R26BK01273386-000,477372727,전북,건축/토건,,적격심사,행자부_별표-5,2026-01-14
R26BK01275002-000,496476364,제주,"조경/(지반조성포장,조경식재시설물)",,적격심사,행자부_별표-5,2026-01-14
R26BK01260785-000,762284546,충남,"토목/토건/(철콘,지반조성포장)",,적격심사,행자부_별표-5,2026-01-14
R26BK01275127-000,538250000,경기,건축/토건,,적격심사,행자부_별표-5,2026-01-14
R26BK01272688-000,1061579674,전국,실내건축/건축/토건,,적격심사,행자부_별표-4,2026-01-14
R26BK01274763-000,1370109090,대구,토목/토건,,적격심사,행자부_별표-4,2026-01-14
R26BK01273006-000,500000000,전남,"토목/토건/(철콘,금속창호지붕,비계구조)",,적격심사,조달청_별표-3,2026-01-14
R26BK01261808-003,98199091,전국,실내건축,,수의,,2026-01-14
R26BK01274005-000,45636364,"충남,부여군",철콘,,수의,,2026-01-14
R26BK01274054-000,90454546,"충남,부여군",철콘,,수의,,2026-01-14
R26BK01272111-000,127809091,대전,"(지반조성포장,조경식재시설물)",,수의,,2026-01-14
R26BK01273103-000,127809091,대전,"(지반조성포장,조경식재시설물)",,수의,,2026-01-14
R26BK01273230-000,72727273,부산,조경식재시설물,,수의,,2026-01-14
R26BK01273416-000,71525455,"충북,제천시",조경식재시설물/도시림조성/산림조합,,수의,,2026-01-14
R26BK01273504-000,47002727,"경기,평택시",조경식재시설물,,수의,,2026-01-14
R26BK01272755-000,39018182,"경북,고령군",조경식재시설물,,수의,,2026-01-14
R26BK01274418-000,109090909,"전북,군산시",금속창호지붕,,수의,,2026-01-14
R26BK01273274-000,127051818,부산,금속창호지붕,,수의,,2026-01-14
R26BK01273508-000,81818182,"경기,동두천시",금속창호지붕,,수의,,2026-01-14
R26BK01270857-000,79090909,"경기,수원시",조경식재시설물,,수의,,2026-01-14
R26BK01271252-000,48210000,"경기,하남시",상하수도,,수의,,2026-01-14
R26BK01270026-000,45454546,"전북,김제시",철콘,,수의,,2026-01-14
R26BK01269852-000,90909091,"전북,김제시",지반조성포장,,수의,,2026-01-14
R26BK01274697-000,135454546,"경기,안산시",조경식재시설물,,수의,,2026-01-14
R26BK01273278-000,99039114,"경기,의왕시",철콘,,수의,,2026-01-14
R26BK01273403-000,99039114,"경기,의왕시",철콘,,수의,,2026-01-14
R26BK01273831-000,98316359,"경기,의왕시",지반조성포장,,수의,,2026-01-14
R26BK01273882-000,98316359,"경기,의왕시",지반조성포장,,수의,,2026-01-14
R26BK01275003-000,151000000,"강원,철원군",지반조성포장,,수의,,2026-01-14
R26BK01274944-000,151000000,"강원,철원군",지반조성포장,,수의,,2026-01-14
R26BK01273652-000,90000000,"경기,동두천시",도장습식방수석공,,수의,,2026-01-14
R26BK01271286-000,197272727,"경기,양주시",지반조성포장,,수의,,2026-01-14
R26BK01273812-000,197272728,울산,철콘,,수의,,2026-01-14
R26BK01273649-000,197272728,울산,철콘,,수의,,2026-01-14
R26BK01273379-000,197272728,울산,철콘,,수의,,2026-01-14
R26BK01273850-000,197272728,울산,철콘,,수의,,2026-01-14
R26BK01273911-000,197272728,울산,철콘,,수의,,2026-01-14
R26BK01273978-000,197272728,울산,철콘,,수의,,2026-01-14
R26BK01274405-000,89203700,"경기,남양주시",조경식재시설물,,수의,,2026-01-14
R26BK01274370-000,90909091,"전북,군산시",금속창호지붕,,수의,,2026-01-14
R26BK01274499-001,62727273,대전,지반조성포장,,수의,,2026-01-14
R26BK01274119-000,100000000,"전북,군산시",금속창호지붕,,수의,,2026-01-14
R26BK01268062-000,135631819,"경기,안산시",금속창호지붕,,수의,,2026-01-14
R26BK01268120-000,135631819,"경기,안산시",금속창호지붕,,수의,,2026-01-14
R26BK01269918-000,50000000,"전북,김제시",금속창호지붕,,수의,,2026-01-14
R26BK01274360-000,45454545,"충북,제천시",조경식재시설물,,수의,,2026-01-14
R26BK01274214-000,89090909,"충북,제천시",조경식재시설물,,수의,,2026-01-14
R26BK01274745-000,45454545,"전북,군산시",금속창호지붕,,수의,,2026-01-14
R26BK01273226-000,81818182,"경기,구리시",상하수도,,수의,,2026-01-14
R26BK01274877-000,169024546,제주,금속창호지붕,,수의,,2026-01-14
R26BK01274776-000,106055455,제주,기계가스설비,,수의,,2026-01-14
R26BK01274915-000,45454546,제주,상하수도,장비[하수관로준설차량],수의,,2026-01-14
R26BK01274696-000,136363637,서울/경기,조경식재시설물,,수의,,2026-01-14
R26BK01272869-000,76909091,"충남,서천군","(철콘,지반조성포장)",,수의,,2026-01-14
R26BK01271527-000,54545455,"경기,수원시",조경식재시설물,,수의,,2026-01-14
R26BK01271797-000,81818182,"경기,수원시",조경식재시설물,,수의,,2026-01-14
R26BK01275215-000,45450000,"전남,순천시",상하수도,,수의,,2026-01-14
R26BK01275230-000,45450000,"전남,순천시",상하수도,,수의,,2026-01-14
R26BK01275241-000,45450000,"전남,순천시",상하수도,,수의,,2026-01-14
R26BK01274063-000,100000000,"전북,군산시",금속창호지붕,,수의,,2026-01-14
R26BK01270871-000,54545455,"전북,남원시",금속창호지붕,,수의,,2026-01-14
R26BK01274875-000,63636364,"경기,광주시",지반조성포장,,수의,,2026-01-14
R26BK01274928-000,127272727,"경기,광주시",지반조성포장,,수의,,2026-01-14
R26BK01274990-000,127272727,"경기,광주시",지반조성포장,,수의,,2026-01-14
R26BK01274273-000,90000000,"경기,수원시",금속창호지붕,,수의,,2026-01-14
R26BK01274583-000,136363637,"경기,용인시","(철콘,지반조성포장)",,수의,,2026-01-14
R26BK01274182-000,100000000,"전북,군산시",금속창호지붕,,수의,,2026-01-14
R26BK01271515-000,197272727,"경기,양주시",지반조성포장,,수의,,2026-01-14
R26BK01270984-000,154545455,"전북,전주시",상하수도,,수의,,2026-01-14
R26BK01270996-000,154545455,"전북,전주시",상하수도,,수의,,2026-01-14
R26BK01273932-000,28281819,"전남,진도군",지반조성포장,,수의,,2026-01-14
R26BK01272808-000,90000000,"경기,의정부시",지반조성포장,,수의,,2026-01-14
R26BK01271605-000,100000000,"경기,양주시",도장습식방수석공,장비[도색차량],수의,,2026-01-14
R26BK01271776-000,100000000,"경기,양주시",도장습식방수석공,장비[도색차량],수의,,2026-01-14
R26BK01271832-000,200000000,"경기,양주시",도장습식방수석공,장비[도색차량],수의,,2026-01-14
R26BK01272726-000,135617273,"경북,고령군",도장습식방수석공,,수의,,2026-01-14
R26BK01274254-000,90000000,"경기,수원시",금속창호지붕,,수의,,2026-01-14
R26BK01269847-000,45454546,"경기,수원시",조경식재시설물,,수의,,2026-01-14
R26BK01269783-000,27272728,"경기,수원시",조경식재시설물,,수의,,2026-01-14
R26BK01274749-000,45454546,"경북,김천시",상하수도,장비[하수관로준설차량],수의,,2026-01-14
R26BK01274792-000,45454546,"경북,김천시",상하수도,장비[하수관로준설차량],수의,,2026-01-14
R26BK01273675-000,50000000,경기,실내건축,,수의,,2026-01-14
R26BK01274558-000,168160000,대전,실내건축,,수의,,2026-01-14
R26BK01274101-000,70255455,대전,실내건축,,수의,,2026-01-14
R26BK01274081-000,112727273,울산,도장습식방수석공,,수의,,2026-01-14
R26BK01274797-000,124173636,"경기,광주시",지반조성포장,,수의,,2026-01-14
R26BK01274137-000,34061819,전북,실내건축,,수의,,2026-01-14
R26BK01275124-000,119636364,"경북,청도군",철콘,,수의,,2026-01-14
R26BK01274078-000,39545455,"충남,부여군",철콘,,수의,,2026-01-14
R26BK01273803-000,36909091,"충남,부여군",철콘,,수의,,2026-01-14
R26BK01273021-000,33700000,"경남,양산시",상하수도,,수의,,2026-01-14
R26BK01272058-000,121363637,"경북,영천시",지반조성포장,,수의,,2026-01-14
R26BK01273026-001,121518182,"전남,목포시",지반조성포장,,수의,,2026-01-14
R26BK01275151-000,73545455,"경북,청도군",도장습식방수석공,,수의,,2026-01-14
R26BK01273385-000,32609091,대전,조경식재시설물,중소기업등록,수의,,2026-01-14
R26BK01274676-000,114030000,광주광역시,지반조성포장,,수의,,2026-01-14
2026-00063,7870318,서울,실내건축,,수의,,2026-01-14
R26BK01272112-000,158600000,"경남,산청군",철콘,,수의,,2026-01-14
R26BK01273169-000,86363636,"충북,청주시","(상하수도,지하수)",,수의,,2026-01-14
R26BK01273203-000,45454545,"충북,청주시","(상하수도,지하수)",,수의,,2026-01-14
R26BK01274008-001,105590000,광주광역시,지반조성포장,,수의,,2026-01-14
R26BK01273937-000,40090909,"충남,부여군",철콘,,수의,,2026-01-14
R26BK01273835-000,33272728,"충남,부여군",철콘,,수의,,2026-01-14
R26BK01273883-000,23272728,"충남,부여군",철콘,,수의,,2026-01-14
R26BK01273864-000,27181819,"충남,부여군",철콘,,수의,,2026-01-14
R26BK01274052-000,59000000,광주광역시,철콘/도장습식방수석공,,수의,,2026-01-14
R26BK01270463-000,62918182,"충남,당진시",철콘,,수의,,2026-01-14
R26BK01270489-000,20900000,"충남,당진시",철콘,,수의,,2026-01-14
R26BK01273229-000,147930000,광주광역시,실내건축,,수의,,2026-01-14
R26BK01272846-000,181800000,"경기,이천시",금속창호지붕,,수의,,2026-01-14
R26BK01273524-000,68202728,"경기,용인시",실내건축,,수의,,2026-01-14
R26BK01274850-000,66828181,"충남,보령시",실내건축,,수의,,2026-01-14
R26BK01271612-000,164777273,"전북,익산시",철콘,,수의,,2026-01-14
R26BK01273291-000,13240000,광주광역시,실내건축,,수의,,2026-01-14
R26BK01273302-000,146508182,"충남,아산시",기계가스설비/상하수도,,수의,,2026-01-14
R26BK01273578-000,134787273,"경북,문경시/경북,안동시/경북,영주시/경북,예천군",실내건축,,수의,,2026-01-14
R26BK01273969-000,168965455,광주광역시,"(철콘,지반조성포장)/(도장습식방수석공,지반조성포장)",,수의,,2026-01-14
R26BK01275100-000,75363637,"경북,청도군",철콘,,수의,,2026-01-14
R26BK01274155-000,65620000,광주광역시,"(도장습식방수석공,실내건축)",,수의,,2026-01-14
R26BK01273931-000,187000000,광주광역시,철콘/도장습식방수석공,,수의,,2026-01-14
R26BK01274836-000,81739336,"경기,광주시",지반조성포장,,수의,,2026-01-14
R26BK01267564-000,24044545,"충남,당진시",철콘,,수의,,2026-01-14
R26BK01267566-000,44295455,"충남,당진시",철콘,,수의,,2026-01-14
R26BK01273239-000,86363636,"충북,청주시","(상하수도,지하수)",,수의,,2026-01-14
R26BK01274140-000,161123637,"충남,당진시",철콘,,수의,,2026-01-14
R26BK01270243-000,65592727,제주,상하수도,,수의,,2026-01-14
R26BK01274034-000,140545455,광주광역시,철콘/도장습식방수석공,,수의,,2026-01-14
R26BK01273284-000,45454545,"충북,청주시","(상하수도,지하수)",,수의,,2026-01-14
R26BK01273503-000,271036364,서울,기계가스설비,,적격심사,행자부_별표-6,2026-01-14
R26BK01273082-000,363620909,경기,"(지반조성포장,상하수도)",,적격심사,행자부_별표-6,2026-01-14
R26BK01274046-000,200581819,충북,상하수도,,적격심사,행자부_별표-6,2026-01-14
R26BK01274126-000,200581819,충북,상하수도,,적격심사,행자부_별표-6,2026-01-14
R26BK01271338-000,218181819,서울,조경식재시설물,,적격심사,행자부_별표-6,2026-01-14
R26BK01273305-000,124545455,전국,조경식재시설물,,적격심사,행자부_별표-7,2026-01-14
R26BK01272742-000,415020909,대전,상하수도,,적격심사,행자부_별표-5,2026-01-14
R26BK01272751-000,415020909,대전,상하수도,,적격심사,행자부_별표-5,2026-01-14
R26BK01273323-000,309090909,부산,철콘/상하수도,,적격심사,행자부_별표-6,2026-01-14
R26BK01273965-000,326944545,충북,상하수도,,적격심사,행자부_별표-6,2026-01-14
R26BK01274003-000,326944545,충북,상하수도,,적격심사,행자부_별표-6,2026-01-14
R26BK01273709-001,134778361,전국,실내건축,,적격심사,조달청_별표-5,2026-01-14
R26BK01273253-001,120892353,"경북,구미시",실내건축,,적격심사,조달청_별표-5,2026-01-14
R26BK01272601-000,302327273,부산,비계구조,,적격심사,행자부_별표-6,2026-01-14
R26BK01274772-000,344909091,경남,지반조성포장,,적격심사,행자부_별표-6,2026-01-14
R26BK01262848-000,290308182,충남,조경식재시설물,,적격심사,행자부_별표-6,2026-01-14
R26BK01274195-000,841630000,충남,조경식재시설물,,적격심사,행자부_별표-5,2026-01-14
R26BK01274586-000,878350000,경기,"(실내건축,기계가스설비)",,적격심사,행자부_별표-5,2026-01-14
R26BK01274409-002,201960000,경남,지반조성포장,,적격심사,행자부_별표-6,2026-01-14
R26BK01272289-000,316267273,전북,조경식재시설물,,적격심사,행자부_별표-6,2026-01-14
R26BK01273711-000,316340000,경남,도장습식방수석공,,적격심사,행자부(재난)_별표-11,2026-01-14
R26BK01274687-000,502490909,제주,조경식재시설물,,적격심사,행자부_별표-5,2026-01-14
R26BK01272226-000,699977273,경기,조경식재시설물,,적격심사,행자부_별표-5,2026-01-14
R26BK01273724-000,344568182,경남,도장습식방수석공,,적격심사,행자부(재난)_별표-11,2026-01-14
R26BK01272623-000,84140000,"경북,경산시",전기,,수의,,2026-01-14
R26BK01274222-000,46100000,"전남,나주시",전기,,수의,,2026-01-14
R26BK01274449-000,80190000,"경북,김천시",통신,,수의,,2026-01-14
R26BK01274477-000,143310000,"경북,봉화군",통신,,수의,,2026-01-14
R26BK01274892-000,53500000,"충남,부여군",통신,,수의,,2026-01-14
R26BK01270365-000,1138000000,전국/전남,통신,,적격심사,조달청_별표-2,2026-01-14
R26BK01269253-000,1454545455,전국/충북,통신,,적격심사,조달청_별표-2,2026-01-14
R26BK01272060-000,3246670000,전국/부산,전기,,적격심사,조달청_별표-2,2026-01-14
R26BK01272191-000,2443270000,전국/부산,통신,,적격심사,조달청_별표-2,2026-01-14
R26BK01263159-000,1109764546,전국/전남,전기,,적격심사,행자부_별표-4,2026-01-14
R26BK01274382-000,220200000,경북,전기,,적격심사,한국농어촌공사_별표-4,2026-01-14
R26BK01274605-000,330457273,경북,"전문소방/(전기소방,기계소방)",,적격심사,한국농어촌공사_별표-2,2026-01-14
R26BK01275013-000,165900000,충남,전기,,적격심사,한국농어촌공사_별표-4,2026-01-14
R26BK01272269-000,81818182,"경기,남양주시",도장습식방수석공,,수의,,2026-01-14
R26BK01272365-000,81818182,"경기,남양주시",도장습식방수석공,,수의,,2026-01-14
R26BK01272422-000,81818182,"경기,남양주시",도장습식방수석공,,수의,,2026-01-14
R26BK01271477-000,81818182,"경기,남양주시",도장습식방수석공,,수의,,2026-01-14
R26BK01274086-000,135989090,세종,상하수도,,수의,,2026-01-14
R26BK01275026-000,31818182,"경기,용인시",지반조성포장,,수의,,2026-01-14
R26BK01274206-000,135989090,세종,상하수도,,수의,,2026-01-14
R26BK01274175-000,89700000,"경기,안양시",상하수도,,수의,,2026-01-14
R26BK01274117-000,89700000,"경기,안양시",상하수도,,수의,,2026-01-14
R26BK01274718-000,90909090,"충남,아산시",상하수도,,수의,,2026-01-14
R26BK01275082-000,90909090,"충남,아산시",상하수도,,수의,,2026-01-14
R26BK01274524-000,45454545,"충남,아산시",상하수도,장비[하수관로준설차량],수의,,2026-01-14
R26BK01274026-000,89600000,"경기,안양시",상하수도,,수의,,2026-01-14
R26BK01274986-000,105198182,"경북,안동시",실내건축,,수의,,2026-01-14
R26BK01274051-000,44001819,"경남,양산시","(철콘,지반조성포장)",,수의,,2026-01-14
R26BK01271981-000,72000000,"경북,영천시",지반조성포장,,수의,,2026-01-14
R26BK01273875-000,116420000,"경기,평택시",실내건축,,수의,,2026-01-14
R26BK01271592-000,1210124546,전국/경북,"(금속창호지붕,실내건축)/건축/토건",,적격심사,행자부_별표-4,2026-01-14
R26BK01273859-000,610443636,경남,토목/토건,,적격심사,행자부(재난)_별표-10,2026-01-14
R26BK01268095-000,382680000,서울,건축/토건,,적격심사,행자부_별표-6,2026-01-14
R26BK01274874-000,235620000,"충남,부여군","(건축,토목)/토건",,수의,,2026-01-14
R26BK01273832-000,227741818,"충남,부여군",건축/토건,,수의,,2026-01-14
R26BK01271297-000,22657224546,전국,건축/토건,,간이종심제,조달청(간이종심제-건축)_별표-1-5,2026-01-14
R26BK01272435-000,13325406000,전국,건축/토건,,간이종심제,조달청(간이종심제-건축)_별표-1-5,2026-01-14
R26BK01273938-000,89600000,"경기,안양시",상하수도,,수의,,2026-01-14
R26BK01272686-000,75660000,"전남,보성군",조경식재시설물,,수의,,2026-01-14
R26BK01271909-000,26700000,"전남,장흥군",실내건축,,수의,,2026-01-14
R26BK01268705-000,2244900000,전국/전북,기계가스설비,,적격심사,행자부_별표-4,2026-01-14
R26BK01273822-000,28906323,대전,실내건축,,수의,,2026-01-14
R26BK01274684-001,40318000,인천,전기,,수의,,2026-01-14
R26BK01274436-000,21943630,"충남,보령시",전기,,수의,,2026-01-14
R26BK01272075-000,271818183,울산,실내건축,,적격심사,행자부_별표-6,2026-01-14
R26BK01273806-000,4610580000,경기,토목/토건,,적격심사,행자부_별표-3,2026-01-14
R26BK01271397-000,11612490000,전국,건축/토건,,간이종심제,조달청(간이종심제-건축)_별표-1-5,2026-01-14
R26BK01276462-000,89090909,"경기,고양시",전기,,수의,,2026-01-15
R26BK01275961-000,93622727,"경기,성남시",전기,,수의,,2026-01-15
E012600184,64943373,전국,전기,특허[엘보분리장치],수의,,2026-01-15
R26BK01275242-000,50000000,"경기,김포시",전기,,수의,,2026-01-15
R26BK01275731-000,87688182,"경기,성남시",전기,,수의,,2026-01-15
R26BK01275262-000,136363636,"경기,시흥시",전기,,수의,,2026-01-15
R26BK01275267-000,136363636,"경기,시흥시",전기,,수의,,2026-01-15
E012600090-2,63986055,전국,전기,특허[엘보분리장치],수의,,2026-01-15
R26BK01275976-000,39200000,"경남,진주시","전문소방/(전기소방,기계소방)",,수의,,2026-01-15
R26BK01275276-000,35338000,"경기,양주시",전기,,수의,,2026-01-15
R26BK01277006-000,42393000,경기,전기,,수의,,2026-01-15
R26BK01277343-000,132030000,"전남,여수시",전기,,수의,,2026-01-15
R26BK01277530-000,63272728,"경북,예천군",전기,,수의,,2026-01-15
R26BK01275486-000,32706364,"경남,창원시",통신,,수의,,2026-01-15
R26BK01277257-000,24510000,"경북,구미시",전기,,수의,,2026-01-15
R26BK01276601-000,117008182,부산,전문소방,,수의,,2026-01-15
R26BK01272563-000,34135455,부산,전기,,수의,,2026-01-15
R26BK01275029-000,22910000,"경북,칠곡군","전문소방/(전기소방,기계소방)",,수의,,2026-01-15
R26BK01275103-000,107368182,"경북,칠곡군",전기,,수의,,2026-01-15
